code,name,type
S08.A22,"At1g20160 ({Arabidopsis thaliana})",alternative
S08.A22,"CO2 RESPONSE SECRETED PROTEASE",alternative
S08.A22,"CRSP g.p. ({Arabidopsis thaliana})",alternative
S08.A23,"At1g20150 ({Arabidopsis thaliana})",real
S08.A23,"AtSBT5.1 g.p. ({Arabidopsis thaliana})",alternative
S08.A24,"At2g05920 ({Arabidopsis thaliana})",real
S08.A24,"AtSBT1.8 g.p. ({Arabidopsis thaliana})",alternative
S08.A25,"At5g51750 ({Arabidopsis thaliana})",real
S08.A25,"AtSBT1.3 g.p. ({Arabidopsis thaliana})",alternative
S08.A26,"At5g59810 ({Arabidopsis thaliana})",real
S08.A26,"AtSBT5.4 g.p. ({Arabidopsis thaliana})",alternative
S08.A27,"At1g32950 ({Arabidopsis thaliana})",real
S08.A27,"AtSBT3.4 g.p. ({Arabidopsis thaliana})",alternative
S08.A28,"At3g14067 ({Arabidopsis thaliana})",real
S08.A28,"AtSBT1.4 g.p. ({Arabidopsis thaliana})",alternative
S08.A28,"SASP g.p. ({Arabidopsis thaliana})",alternative
S08.A28,"senescence-associated subtilisin protease ({Arabidopsis thaliana})",alternative
S08.A30,"At4g21326 ({Arabidopsis thaliana})",real
S08.A30,"AtSBT3.12 g.p. ({Arabidopsis thaliana})",alternative
S08.A31,"At1g32980 ({Arabidopsis thaliana})",real
S08.A32,"At4g21323 ({Arabidopsis thaliana})",real
S08.A32,"AtSBT3.1 g.p. ({Arabidopsis thaliana})",alternative
S08.A32,"At4g24680 g.p. ({Arabidopsis thaliana})",alternative
S08.A33,"At1g66220 ({Arabidopsis thaliana})",real
S08.A33,"AtSBT3.17 g.p. ({Arabidopsis thaliana})",alternative
S08.A34,"At1g66210 ({Arabidopsis thaliana})",real
S08.A34,"AtSBT3.16 g.p. ({Arabidopsis thaliana})",alternative
S08.A35,"At1g32960 ({Arabidopsis thaliana})",real
S08.A35,"AtSBT3.3 g.p. ({Arabidopsis thaliana})",alternative
S08.A36,"At1g32940 ({Arabidopsis thaliana})",real
S08.A36,"AtSBT3.5 g.p. ({Arabidopsis thaliana})",alternative
S08.A37,"At5g11940 ({Arabidopsis thaliana})",real
S08.A37,"AtSBT3.11 g.p. ({Arabidopsis thaliana})",alternative
S08.A38,"At4g10530/At4g10520 ({Arabidopsis thaliana})",real
S08.A38,"AtSBT3.10/AtSBT3.9/AtSBT3.10 g.p. ({Arabidopsis thaliana})",alternative
S08.A39,"At4g34980 ({Arabidopsis thaliana})",real
S08.A39,"AtSBT1.6 g.p. ({Arabidopsis thaliana})",alternative
S08.A40,"At4g26330 ({Arabidopsis thaliana})",real
S08.A40,"AtSBT3.18 g.p. ({Arabidopsis thaliana})",alternative
S08.A41,"At1g32970 ({Arabidopsis thaliana})",real
S08.A41,"AtSBT3.2 g.p. ({Arabidopsis thaliana})",alternative
S08.A42,"At4g21640 ({Arabidopsis thaliana})",real
S08.A42,"AtSBT3.15 g.p. ({Arabidopsis thaliana})",alternative
S08.A43,"At4g10550 ({Arabidopsis thaliana})",real
S08.A43,"AtSBT3.6 g.p. ({Arabidopsis thaliana})",alternative
S08.A44,"At3g14240 ({Arabidopsis thaliana})",real
S08.A44,"AtSBT1.5 g.p. ({Arabidopsis thaliana})",alternative
S08.A45,"At4g10540 ({Arabidopsis thaliana})",real
S08.A45,"AtSBT3.8 g.p. ({Arabidopsis thaliana})",alternative
S08.A46,"At2g39850 ({Arabidopsis thaliana})",real
S08.A46,"AtSBT4.1 g.p. ({Arabidopsis thaliana})",alternative
S08.A47,"At4g21630 ({Arabidopsis thaliana})",real
S08.A47,"AtSBT3.14 g.p. ({Arabidopsis thaliana})",alternative
S08.A48,"At4g21650 ({Arabidopsis thaliana})",real
S08.A48,"AtSBT3.13 g.p. ({Arabidopsis thaliana})",alternative
S08.A49,"At4g10510 ({Arabidopsis thaliana})",real
S08.A49,"AtSBT3.7 g.p. ({Arabidopsis thaliana})",alternative
S08.A50,"OSW3 peptidase ({Saccharomyces cerevisiae})",real
S08.A50,"SUB2 ({Microsporum canis})",alternative
S08.A51,"hypothetical protein SCRG_01405 ({Saccharomyces cerevisiae})",real
S08.A54,"isp6 g.p. ({Schizosaccharomyces pombe})",real
S08.A54,"SPAC4A8.04 g.p. ({Schizosaccharomyces pombe})",alternative
S08.A55,"krp1 g.p. ({Schizosaccharomyces pombe})",real
S08.A55,krp,alternative
S08.A55,"SPAC22E12.09c g.p. ({Schizosaccharomyces pombe})",alternative
S08.A56,"SPAP8A3.12c g.p. ({Schizosaccharomyces pombe})",real
S08.A57,"tagB g.p. ({Dictyostelium discoideum})",real
S08.A57,"DDB_G0286119 g.p. ({Dictyostelium discoideum})",alternative
S08.A58,"mbtps1 g.p. ({Dictyostelium discoideum})",real
S08.A58,"DDB_G0282397 ({Dictyostelium discoideum})",alternative
S08.A60,"BSn5_12555 ({Bacillus subtilis})",real
S08.UNA,"subfamily S8A non-peptidase homologues",real
S08.UNA,"Pr1B g.p. ({Metarhizium anisopliae})",alternative
S08.UNB,"subfamily S8B non-peptidase homologues",real
S08.UNW,"family S8 non-peptidase homologues",real
S08.UNW,"MycP5 ({Mycobacterium tuberculosis})",alternative
S08.UNW,"SprP ({Pseudomonas aeruginosa})",alternative
S08.UPA,"subfamily S8A unassigned peptidases",real
S08.UPA,"{Acremonium strictum} elicitor subtilisin",alternative
S08.UPA,"A03Pep1 ({Lysobacter sp. A03})",alternative
S08.UPA,AsES,alternative
S08.UPA,"AG12 peptidase ({Alnus glutinosa})",alternative
S08.UPA,"alkaline protease AL-89 ({Bacillus pseudofirmus} strain AL-89)",alternative
S08.UPA,"allergen Cur l 1 ({Curvularia lunata})",alternative
S08.UPA,"ALP5 peptidase ({Aureobasidium pullulans})",alternative
S08.UPA,"AprII g.p. ({Alteromonas})",alternative
S08.UPA,"ASP48 protease ({Arabidopsis thaliana})",alternative
S08.UPA,"At-SLP2 peptidase ({Arabidopsis thaliana})",alternative
S08.UPA,"At-SLP3 peptidase ({Arabidopsis thaliana})",alternative
S08.UPA,"bamboo serine proteinase ({Pleioblastus hindsii})",alternative
S08.UPA,"carnein ({Ipomoea carnea})",alternative
S08.UPA,"destructin-1 ({Geomyces destructans})",alternative
S08.UPA,"ElxP lantibiotic leader peptidase ({Staphylococcus epidermidis})",alternative
S08.UPA,"fusolisin ({Fusobacterium nucleatum})",alternative
S08.UPA,"hatching enzyme A ({Volvox} sp.)",alternative
S08.UPA,"HreP ({Yersinia enterocolitica})",alternative
S08.UPA,"indicain ({Morus indica})",alternative
S08.UPA,"keratinase K2 ({Stenotrophomonas maltophilia})",alternative
S08.UPA,"keratinase KerSMF ({Stenotrophomonas maltophilia})",alternative
S08.UPA,"LIM9 protein ({Lillium} sp.)",alternative
S08.UPA,"major autolysin ({Moraxella} sp.)",alternative
S08.UPA,"Mp1 g.p. ({Magnaporthe poae})",alternative
S08.UPA,"mycosin-2 ({Mycobacterium tuberculosis})",alternative
S08.UPA,"mycosin-3 ({Mycobacterium tuberculosis})",alternative
S08.UPA,"myroicolsin ({Myroides profundi})",alternative
S08.UPA,"NcSUB1 protease ({Neospora caninum})",alternative
S08.UPA,"PmSgP1 peptidase ({Panstrongylus megistus})",alternative
S08.UPA,"plantogolisin ({Plantogo} sp.)",alternative
S08.UPA,"PPPI ({Pleurotus pulmonarius})",alternative
S08.UPA,"protease C2 ({Thermoactinomyces sp.})",alternative
S08.UPA,"protease S ({Riemerella anatipestifer})",alternative
S08.UPA,"protease Ya",alternative
S08.UPA,"proteinase N ({Bacillus subtilis})",alternative
S08.UPA,"PrtB g.p. ({Lactobacillus bulgaricus})",alternative
S08.UPA,"Pr1C g.p. ({Metarhizium anisopliae})",alternative
S08.UPA,"Pr2 peptidase ({Stenotrophomonas maltophilia})",alternative
S08.UPA,"P57 ({Photobacterium sp. A5-7})",alternative
S08.UPA,"proteolysin ({Coprothermobacter proteolyticus})",alternative
S08.UPA,"pspA g.p. ({Serratia sp.})",alternative
S08.UPA,"pspB g.p. ({Serratia sp.})",alternative
S08.UPA,"RSP1 protease ({Oryza sativa})",alternative
S08.UPA,saspase,alternative
S08.UPA,"seed serine peptidase ({Caesalpinia bonducella})",alternative
S08.UPA,"Sep1 nematicidal peptidase ({Bacillus firmus})",alternative
S08.UPA,"Spr1 g.p. ({Agaricus bisporus})",alternative
S08.UPA,"SprA g.p. ({Corynebacterium glutamicum})",alternative
S08.UPA,"SS10 peptidase ({Hypocrea lixii})",alternative
S08.UPA,StmPr2,alternative
S08.UPA,"SUB1 ({Microsporum canis})",alternative
S08.UPA,"SUB2 peptidase ({Pichia pastoris})",alternative
S08.UPA,"subtilisin 39 ({Bacillus} TA39)",alternative
S08.UPA,"subtilisin DFE",alternative
S08.UPA,"subtilisin FS33",alternative
S08.UPA,"SUBTILISIN-LIKE PROTEASE 1 ({Oryza sativa})",alternative
S08.UPA,"VapK g.p. ({Vibrio metschnikovii})",alternative
S08.UPA,"VapT g.p. ({Vibrio metschnikovii})",alternative
S08.UPA,"VheA g.p. ({Volvox carteri})",alternative
S08.UPA,"XSP1 protease ({Arabidopsis thaliana})",alternative
S08.UPA,"PfSUB2Pen c 1 antigen ({Penicillium citrinum})Pen n 13 antigen ({Penicillium notatum})",index
S08.UPB,"subfamily S8B unassigned peptidases",real
S08.UPB,"mirolase ({Tannerella forsythia})",alternative
S08.UPB,"NEC A/B ({Hydra})",alternative
S08.UPW,"family S8 unassigned peptidases",real
S08.UPW,"allergen CPA9 ({Cryptomeria japonica})",alternative
S08.UPW,"allergen Epi p 1 ({Epicoccum purpurascens})",alternative
S08.UPW,"allergen Tri t 2 ({Trichophyton tonsurans})",alternative
S08.UPW,"bacifrinase ({Bacillus cereus})",alternative
S08.UPW,bafibrinase,alternative
S08.UPW,"CSP peptidase ({Cordyceps sinensis})",alternative
S08.UPW,"dubiumin ({Solanum dubium})",alternative
S08.UPW,"Glyma18g48580 ({Glycine max})",alternative
S08.UPW,"Hwi2 g.p. ({Oryza sativa})",alternative
S08.UPW,"P1 peptidase ({Triticum aestivum})",alternative
S08.UPW,"P2 peptidase ({Triticum aestivum})",alternative
S08.UPW,"PIMMS 2 protein ({Plasmodium berghei})",alternative
S08.UPW,"proteinase Atl ({Cephalosporium chrysogenum})",alternative
S08.UPW,"proteinase R",alternative
S08.UPW,"proteinase P186 ({Arthrobotrys oligospora})",alternative
S08.UPW,"prot CT2 ({Bacillus halotolerans})",alternative
S08.UPW,"SapSh endopeptidase ({Shewanella} st. AC10)",alternative
S08.UPW,"SPM1 ({Magnaporthe oryzae})",alternative
S08.UPW,"spPm1 peptidase ({Pythium myriotylum})",alternative
S08.UPW,"subtilisin TK0076 ({Thermococcus kodakarensis})",alternative
S08.UPW,"subtilisin TK1869 ({Thermococcus kodakarensis})",alternative
S08.UPW,"tamarillin ({Cyphomandra betacea})",alternative
S08.UPW,"zmsbt1 ({Zea mays})",alternative
S08.UPW,"zmsbt2 ({Zea mays})",alternative
S08.UPW,"proteinase III, subtilisin-likebasic proteinase (prb1) ({Trichoderma})Tri t 2 allergen ({Trichophyton tonsurans})",index
S09.001,"prolyl oligopeptidase",real
S09.001,"dpoA g.p. ({Dictyostelium} sp.)",alternative
S09.001,"endo-oligopeptidase B",alternative
S09.001,"endoproteinase Pro-C",alternative
S09.001,"post-proline cleaving enzyme",alternative
S09.001,"proline-specific endopeptidase",alternative
S09.001,"prolyl endopeptidase",alternative
S09.002,"prolyl oligopeptidase homologue ({Pyrococcus}-type)",real
S09.002,"PrpA g.p. ({Pyrococcus furiosus})",alternative
S09.003,"dipeptidyl-peptidase IV (eukaryote)",real
S09.003,CD26,alternative
S09.003,"dipeptidyl aminopeptidase IV",alternative
S09.003,DPP4,alternative
S09.003,"glycoprotein GP110",alternative
S09.003,"Gly-Pro naphthylamidase",alternative
S09.003,"lymphocyte antigen CD26",alternative
S09.003,"plasminogen receptor, type 2",alternative
S09.003,"postproline dipeptidyl aminopeptidase IV",alternative
S09.003,"thymocyte-activating molecule ({Mus musculus})",alternative
S09.003,Xaa-Pro-dipeptidyl-aminopeptidase,alternative
S09.003,"adenosine deaminase binding protein",alternative
S09.003,"DPP IVTHAM",index
S09.004,acylaminoacyl-peptidase,real
S09.004,"acylamino-acid-releasing enzyme",alternative
S09.004,"APEH g.p. ({Homo sapiens})",alternative
S09.004,"N-acylpeptide hydrolase",alternative
S09.004,"N-formylmethionine (fMet) aminopeptidase",alternative
S09.004,"oxidized protein hydrolase",alternative
S09.004,OPH,alternative
S09.005,"dipeptidyl aminopeptidase A",real
S09.005,"STE13 ({Saccharomyces cerevisiae})",alternative
S09.005,"yscIV peptidase",alternative
S09.006,"dipeptidyl aminopeptidase B (fungus)",real
S09.006,"HcDPPIVB peptidase ({Ajellomyces capsulatus})",alternative
S09.006,"DAP2 g.p. ({Saccharomyces cerevisiae})",alternative
S09.006,"dipeptidyl aminopeptidase 2 ({Saccharomyces cerevisiae})",alternative
S09.006,"dipeptidyl aminopeptidase yscV ({Saccharomyces cerevisiae})",alternative
S09.007,"fibroblast activation protein alpha subunit",real
S09.007,"antiplasmin-cleaving enzyme",alternative
S09.007,APCE,alternative
S09.007,"FAP alpha",alternative
S09.007,seprase,alternative
S09.008,"dipeptidyl peptidase 4 ({Aspergillus}-type)",real
S09.008,"dipeptidyl peptidase IV",alternative
S09.008,"HcDPPIVA peptidase ({Ajellomyces capsulatus})",alternative
S09.009,"dipeptidyl-peptidase 4 (bacteria-type 1)",real
S09.010,"oligopeptidase B",real
S09.010,"alkaline peptidase",alternative
S09.010,"dipeptidyl aminopeptidase BI ({Pseudomonas} sp. WO24)",alternative
S09.010,"peptidase A",alternative
S09.010,"oligopeptidase Tb ({Trypanosoma brucei})",alternative
S09.010,"oligopeptidase Tc ({Trypanosoma congolense})",alternative
S09.010,"oligopeptidase Tc80 ({Trypanosoma cruzi})",alternative
S09.010,"OpdB g.p. ({Salmonella typhimurium})",alternative
S09.010,"peptidase I-mes ({Prosopis velutina})",alternative
S09.010,"protease II ({Escherichia coli})",alternative
S09.010,"oligopeptidase ({Treponema})OP-TbOP-Tc",index
S09.012,"dipeptidyl-peptidase 5",real
S09.012,"allergen Tri m 4 ({Trichophyton mentagrophytes})",alternative
S09.012,"allergen Tri r 4 ({Trichophyton rubrum})",alternative
S09.012,"allergen Tri t 4 ({Trichophyton tonsurans})",alternative
S09.012,"dipeptidyl-peptidase V",alternative
S09.012,"DPP V",alternative
S09.012,"secreted alanyl dipeptidyl peptidase ({Aspergillus oryzae})",alternative
S09.012,"Tri t 4 allergen ({Trichophyton tonsurans})",index
S09.013,"dipeptidyl-peptidase 4 (bacteria-type 2)",real
S09.013,"dipeptidyl-peptidase IV",alternative
S09.013,"outer membrane protein adhesin ({Capnocytophaga gingivalis})",alternative
S09.015,"PREPL A protein",real
S09.015,"KIAA0436 putative peptidase ({Homo sapiens})",alternative
S09.015,"Mername-AA072 peptidase",alternative
S09.015,"PREPL g.p. ({Homo sapiens})",alternative
S09.015,"prolyl endopeptidase-like protein",alternative
S09.016,"DPF-3 peptidase",real
S09.016,"CG3744 ({Drosophila melanogaster})",alternative
S09.016,"dpf-3 g.p. ({Caenorhabditis} sp.)",alternative
S09.016,"K02F2.1 protein ({Caenorhabditis elegans})",alternative
S09.017,"prolyl tripeptidyl peptidase",real
S09.017,"prolyl tripeptidyl aminopeptidase",alternative
S09.017,"YuxL peptidase ({Bacillus subtilis})",alternative
S09.017,"tripeptidyl peptidase, prolyl",index
S09.018,"dipeptidyl-peptidase 8",real
S09.018,DPP8,alternative
S09.019,"dipeptidyl-peptidase 9",real
S09.019,DPP9,alternative
S09.019,"peptidase like H.s. R26984_1",alternative
S09.019,R26984_1,index
S09.021,"glutamyl endopeptidase C",real
S09.022,"bat5 peptidase",real
S09.022,"hla-b-associated transcript 5",alternative
S09.022,"ng26 protein",alternative
S09.023,"D230019K24Rik peptidase ({Mus musculus})",real
S09.024,"Mername-AA264 putative peptidase (LP_1002 protein) ({Lactobacillus plantarum})",real
S09.025,"lysophospholipase II ({Homo sapiens})",real
S09.027,"predicted hydrolase of the alpha/beta-hydrolase fold ({Homo sapiens})",real
S09.031,"AlbD protein ({Pantoea dispersa})",real
S09.031,"albicidin-resistance factor",alternative
S09.032,"sphingopyxin I lasso peptide isopeptidase",real
S09.033,"prolyl oigopeptidase (zoomastigote)",real
S09.034,"oligopeptidase B (zoomastigote)",real
S09.035,"lasso peptide isopeptidase ({Asticcacaulis}-type)",real
S09.035,"AtxE2 g.p. ({Asticcacaulis excentricus})",alternative
S09.035,"BenE1 g.p. ({Asticcacaulis benevestitus})",alternative
S09.036,"Rv0457c peptidase ({Mycobacterium tuberculosis})",real
S09.051,"FLJ1 putative peptidase",real
S09.051,"1110065L07RIK protein ({Mus musculus})",alternative
S09.052,"Mername-AA194 putative peptidase",real
S09.052,"hypothetical protein MGC:5244 ({Homo sapiens}), similar to CGI-67 protein ({Mus musculus})",alternative
S09.053,"Mername-AA195 putative peptidase",real
S09.053,"cDNA clone EUROIMAGE 588495 ({Homo sapiens})",alternative
S09.054,"Mername-AA196 putative peptidase",real
S09.054,"hypothetical protein DKFZp434P106.1, bA384D7.1.1 ({Homo sapiens})",alternative
S09.055,"Mername-AA197 putative peptidase",real
S09.055,"CGI-67 protein ({Homo sapiens})",alternative
S09.056,"dipeptidyl-peptidase IV, membrane-type (protistan)",real
S09.057,"apsC g.p. ({Aspergillus niger} N400)",real
S09.057,"aminopeptidase C ({Aspergillus niger})",alternative
S09.061,"C14orf29 protein",real
S09.062,"hypothetical protein",real
S09.065,"protein bat5",real
S09.065,"hla-b-associated transcript 5",alternative
S09.065,"ng26 protein",alternative
S09.068,"Mername-AA240 putative peptidase ({Mus musculus})",real
S09.069,"omega peptidase ({Drosophila melanogaster})",real
S09.069,"CG32145 protein ({Drosophila melanogaster})",alternative
S09.069,"CG9370 protein ({Drosophila melanogaster})",alternative
S09.069,IP17501,alternative
S09.069,"ome protein",alternative
S09.070,"acylaminoacyl peptidase ({Aeropyrum}-type)",real
S09.070,"oligopeptidase B ({Streptomyces griseus}-type)",alternative
S09.071,"trilobed protease",real
S09.071,"PhAAP ({Pyrococcus horikoshii })",alternative
S09.071,"ST0779 ({Sulfolobus tokodaii})",alternative
S09.072,"puromycin hydrolase",real
S09.072,"S9AP aminopeptidase ({Streptomyces} sp.)",alternative
S09.073,"Xaa-Pro dipeptidylpeptidase",real
S09.073,"X-prolyl dipeptidyl aminopeptidase",alternative
S09.073,X-PDAP,alternative
S09.074,"tyrosyl aminopeptidase ({Raphanus}-type)",real
S09.074,"At5g36210 ({Arabidopsis thaliana})",alternative
S09.074,"eryngase ({Pleurotus eryngii})",alternative
S09.075,"dipeptidyl-peptidase 5 ({Porphyromonas} sp.)",real
S09.075,"DPP5 ({Porphyromonas} sp.)",alternative
S09.075,PGN_0756,alternative
S09.076,"prolyl oligopeptidase ({Myxococcus xanthus})",real
S09.076,"MX PEP",alternative
S09.076,"prolyl endopeptidase ({Myxococcus xanthus})",alternative
S09.077,"prolyl oligopeptidase B ({Galerina marginata})",real
S09.077,"GmPOPB g.p. ({Galerina marginata})",alternative
S09.078,"peptide cyclase 1",real
S09.078,PCY1,alternative
S09.079,"S9dr carboxypeptidase ({Deinococcus radiodurans})",real
S09.940,"S-formylglutathione hydrolase FrmB ({Escherichi coli})",real
S09.941,"highly similar to acyl-protein thioesterase 1 ({Homo sapiens})",real
S09.942,"esterase/lipase ({Homo sapiens})",real
S09.943,"acyl-CoA thioesterase 4 ({Homo sapiens})",real
S09.944,"acyl-coenzyme A thioesterase 6 ({Homo sapiens})",real
S09.945,"hypothetical esterase/lipase/thioesterase",real
S09.946,"BSU33620 g.p. ({Bacillus subtilis}) and similar",real
S09.946,"est ({Bacillus subtilis})",alternative
S09.947,"esterase 6 ({Drosophila melanogaster})",real
S09.948,"para-nitrobenzyl esterase ({Bacillus subtilis})",real
S09.949,"cephalosporin C deacetylase",real
S09.949,cah,alternative
S09.949,"BSU03180 g.p. ({Bacillus subtilis})",alternative
S09.951,"brefeldin A esterase",real
S09.952,"acyl-protein thioesterase 1 ({Schizosaccharomyces pombe})",real
S09.953,"carboxylesterase 6 ({Rattus norvegicus})",real
S09.954,"carboxylesterase homologue ({Rattus norvegicus})",real
S09.955,"carboxylesterase homologue ({Rattus norvegicus})",real
S09.956,"carboxylesterase homologue ({Rattus norvegicus})",real
S09.957,"carboxylesterase homologue ({Rattus norvegicus})",real
S09.958,"hypothetical protein flj40219",real
S09.958,"hypothetical protein flj21736",alternative
S09.959,"hypothetical protein flj37464",real
S09.960,"hypothetical protein flj33678",real
S09.961,"2210023G05RIK protein",real
S09.962,"BC026374 protein ({Mus musculus})",real
S09.963,"1700122C07Rik protein ({Mus musculus})",real
S09.964,"liver carboxylesterase",real
S09.965,"liver carboxylesterase 4 (rodent)",real
S09.968,"protein 9430007A20RIK ({Mus musculus})",real
S09.969,"carboxylesterase rl1 ({Rattus norvegicus})",real
S09.970,"putative carboxylesterase ({Rattus norvegicus})",real
S09.971,"carboxylesterase ES31 ({Mus musculus})",real
S09.972,"putative carboxylesterasec",real
S09.973,"dipeptidylpeptidase homologue DPP6",real
S09.973,"DPP6 g.p ({Homo sapiens})",alternative
S09.973,"DPP X",alternative
S09.973,"neural membrane CD26 peptidase-like protein",alternative
S09.974,"dipeptidylpeptidase homologue DPP10",real
S09.974,"dipeptidyl-peptidase-like 2 (DPL2)",alternative
S09.974,DPL2,alternative
S09.974,DPPY,alternative
S09.974,"KIAA1492 protein",alternative
S09.975,"carboxylesterase homologue ({Mus musculus})",real
S09.976,"protein similar to {Mus musculus} chromosome 20 open reading frame 135",real
S09.977,"kynurenine formamidase",real
S09.978,"thyroglobulin precursor",real
S09.979,acetylcholinesterase,real
S09.980,cholinesterase,real
S09.981,"carboxylesterase D1",real
S09.981,"brain carboxylesterase hbr2 ({Homo sapiens})",alternative
S09.981,"carboxylesterase D1 ({Canis familiaris})",alternative
S09.982,"liver carboxylesterase",real
S09.982,Egasyn,alternative
S09.983,"carboxylesterase 3",real
S09.983,"triacylglycerol hydrolase ({Mus musculus})",alternative
S09.983,"brain carboxylesterase hbr3 ({Homo sapiens})",alternative
S09.983,"liver carboxylesterase 10",alternative
S09.983,"carboxylic ester hydrolase (Rattus norvegicus)",alternative
S09.984,"carboxylesterase 2",real
S09.985,"bile salt-dependent lipase",real
S09.985,"carboxyl-ester lipase",alternative
S09.986,"carboxylesterase-related protein",real
S09.987,"neuroligin 3",real
S09.988,"neuroligin 4, X-linked",real
S09.989,"neuroligin 4, Y-linked",real
S09.990,"esterase D",real
S09.991,"arylacetamide deacetylase",real
S09.992,"KIAA1363-like protein",real
S09.992,"B230106I24RIK protein ({Mus musculus})",alternative
S09.992,"KIAA1363 protein ({Homo sapiens})",alternative
S09.993,"hormone-sensitive lipase",real
S09.994,"neuroligin 1",real
S09.995,"neuroligin 2",real
S09.996,"liver carboxylesterase 1",real
S09.997,"carboxylesterase 2",real
S09.998,"9030624L02RIK-like protein",real
S09.998,"9030624L02RIK protein ({Mus musculus})",alternative
S09.999,carboxylesterase,real
S09.A01,"At1g20380 ({Arabidopsis thaliana})",real
S09.A01,"POQR prolyloligopeptidase",alternative
S09.A02,"At1g76140 ({Arabidopsis thaliana})-type peptidase",real
S09.A03,"At5g24260 ({Arabidopsis thaliana})",real
S09.A04,"At4g24760 ({Arabidopsis thaliana})",real
S09.A05,"At3g27320 ({Arabidopsis thaliana})-type peptidase",real
S09.A06,"At5g25770 ({Arabidopsis thaliana})",real
S09.A07,"At2g45600 ({Arabidopsis thaliana})",real
S09.A08,"At5g14310 ({Arabidopsis thaliana})",real
S09.A09,"At3g48690 ({Arabidopsis thaliana})",real
S09.A10,"At5g23530 ({Arabidopsis thaliana})",real
S09.A11,"At2g45610 ({Arabidopsis thaliana})",real
S09.A12,"At5g16080 ({Arabidopsis thaliana})",real
S09.A13,"At3g48700 ({Arabidopsis thaliana})",real
S09.A14,"At5g62180 ({Arabidopsis thaliana})",real
S09.A15,"At1g68620 ({Arabidopsis thaliana})",real
S09.A16,"At5g19630 ({Arabidopsis thaliana})",real
S09.A17,"At3g47590 ({Arabidopsis thaliana})",real
S09.A18,"At2g19550 ({Arabidopsis thaliana})",real
S09.A19,"At1g29840 ({Arabidopsis thaliana})",real
S09.A20,"At3g01690 ({Arabidopsis thaliana})",real
S09.A21,"At1g26120 ({Arabidopsis thaliana})-type peptidase",real
S09.A23,"At1g13610 ({Arabidopsis thaliana})",real
S09.A24,"At5g20520 ({Arabidopsis thaliana})-type peptidase",real
S09.A25,"At5g38220 ({Arabidopsis thaliana})",real
S09.A26,"At5g15860 ({Arabidopsis thaliana})-type peptidase",real
S09.A27,"At5g14390 ({Arabidopsis thaliana})-type peptidase",real
S09.A28,"At2g24320 ({Arabidopsis thaliana})",real
S09.A29,"At4g17150 ({Arabidopsis thaliana})-type peptidase",real
S09.A29,"DL4610W g.p. ({Arabidopsis thaliana})",alternative
S09.A30,"At1g32190 ({Arabidopsis thaliana})-type peptidase",real
S09.A31,"At3g47560 ({Arabidopsis thaliana})",real
S09.A32,"At3g30380 ({Arabidopsis thaliana})",real
S09.A33,"At4g31020 ({Arabidopsis thaliana})-type peptidase",real
S09.A34,"At1g66900 ({Arabidopsis thaliana})-type peptidase",real
S09.A35,"hypothetical ORF Ynl320wp ({Saccharomyces cerevisiae})",real
S09.A36,"YfhR protein ({Escherichi coli})",real
S09.A39,"YeiG protein ({Escherichi coli})",real
S09.A40,"YqiA protein ({Escherichi coli})",real
S09.A41,"YieL protein ({Escherichi coli})",real
S09.A43,"YpfH protein ({Escherichi coli})",real
S09.A46,"YjfP protein ({Escherichi coli})",real
S09.A47,"aes protein (acetyl esterase) ({Escherichi coli})",real
S09.A48,"Gm438 protein ({Mus musculus})",real
S09.A49,"acyl-coenzyme A:N-acyltransferase 1",real
S09.A50,"acyl-coenzyme A amino acid N-acyltransferase 2",real
S09.A51,"acyl-coenzyme A thioesterase 5",real
S09.A52,"acyl-coenzyme A thioesterase 2, mitochondrial",real
S09.A53,"mCG4926 protein ({Mus musculus})",real
S09.A54,"mCG51558 protein ({Mus musculus})",real
S09.A55,"AT3G15650 protein ({Arabidopsis thaliana})",real
S09.A56,"AT5G20060 protein ({Arabidopsis thaliana})",real
S09.A57,"AT3G19970 protein ({Arabidopsis thaliana})",real
S09.A58,"F14F18_80 protein ({Arabidopsis thaliana})",real
S09.A59,"MDB19.2 protein ({Arabidopsis thaliana})",real
S09.A60,"acyl-coenzyme A thioesterase 4",real
S09.A61,"acyl-coenzyme A thioesterase 6",real
S09.A62,"F16b3.4 protein ({Arabidopsis thaliana})",real
S09.A63,"AT14896 protein ({Drosophila melanogaster})",real
S09.A64,"CG11034 protein ({Drosophila melanogaster})",real
S09.A65,"CG11319 ({Drosophila melanogaster})",real
S09.A65,"CT31593 protein",alternative
S09.A65,"DPP10 homologue ({Drosophila melanogaster})",alternative
S09.A66,"PFC0950c g.p. ({Plasmodium falciparum})",real
S09.A67,"CG11935 protein ({Drosophila melanogaster})",real
S09.A68,"CG18642 ({Drosophila melanogaster})",real
S09.A68,"Bem46 protein",alternative
S09.A69,"CG15111 protein ({Drosophila melanogaster})",real
S09.A71,"CG7529 protein ({Drosophila melanogaster})",real
S09.A71,"GH24077 protein",alternative
S09.A72,"CG9542 protein ({Drosophila melanogaster})",real
S09.A72,"RH42281 protein",alternative
S09.A73,"CG2528 protein ({Drosophila melanogaster})",real
S09.A74,"dpf-2 g.p. ({Caenorhabditis elegans})",real
S09.A74,"C27C12.7 ({Caenorhabditis elegans})",alternative
S09.A75,"K02F2.1 protein ({Caenorhabditis elegans})",real
